name,DateMonth,DateDay,DateYear,,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,stations
"Tequila, Mexico",5,22,2023,,98.3,65.6,80.3,94,65.6,78.8,46.6,34.1,0,0,0,,17.2,13.4,272.8,1011.9,19.8,14.1,341.4,29.6,10,10,2023-05-22T06:15:37,2023-05-22T19:28:45,0.1,Clear,Clear conditions throughout the day.,"MMGL,76613399999,remote"
"Tequila, Mexico",5,23,2023,,95.6,60.9,79.2,91,60.9,77.5,40.3,28.9,0,0,0,,16.8,16.1,295.9,1013.3,34.9,12.4,346.4,29.9,10,10,2023-05-23T06:15:21,2023-05-23T19:29:10,0.13,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,remote"
"Tequila, Mexico",5,24,2023,,94.2,57.1,77,89.5,57.1,75.4,36.2,27.5,0,0,0,,15.7,9.8,293.2,1011.1,54.9,14.3,335.6,29.1,10,10,2023-05-24T06:15:06,2023-05-24T19:29:35,0.16,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,remote"
"Tequila, Mexico",5,25,2023,,93.6,58.7,76,89,58.7,74.3,36.7,30.8,0,0,0,,13.9,15,294.3,1011,61.8,13.5,317,27.4,10,10,2023-05-25T06:14:52,2023-05-25T19:30:00,0.2,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,remote"
"Tequila, Mexico",5,26,2023,,101.2,59.8,76.9,95.7,59.8,75.1,40.3,34.8,0,0,0,,16.8,13.9,268.4,1012.2,24.7,13.4,346.7,29.8,10,10,2023-05-26T06:14:40,2023-05-26T19:30:26,0.23,Partially cloudy,Partly cloudy throughout the day.,"MMGL,remote"
"Tequila, Mexico",5,27,2023,,99.9,61.2,78.7,95,61.2,77.1,41.3,29.9,0,0,0,,14.5,16.1,278.9,1012.6,13.1,11.9,351.1,30.3,10,10,2023-05-27T06:14:28,2023-05-27T19:30:51,0.25,Clear,Clear conditions throughout the day.,"MMGL,76613399999,remote"
"Tequila, Mexico",5,28,2023,,93.5,58.9,75.1,88.9,58.9,73.6,40.8,34.1,0,0,0,,15.7,13.2,285.2,1012.9,1.1,14.6,354,30.4,10,10,2023-05-28T06:14:18,2023-05-28T19:31:15,0.29,Clear,Clear conditions throughout the day.,"MMGL,remote"
"Tequila, Mexico",5,29,2023,,93.1,57.1,75.9,88.5,57.1,74.5,43.5,39.7,0,0,0,,16.6,19.7,295.9,1013.8,1.3,13.2,358.9,31.1,10,10,2023-05-29T06:14:08,2023-05-29T19:31:40,0.33,Clear,Clear conditions throughout the day.,"76613399999,remote"
"Tequila, Mexico",5,30,2023,,94.7,57.3,76.5,89.9,57.3,74.9,42.7,40.8,0,0,0,,16.6,16.1,299.4,1012.1,0,14,360.3,31.2,10,10,2023-05-30T06:14:00,2023-05-30T19:32:04,0.36,Clear,Clear conditions throughout the day.,"76613399999,remote"
"Tequila, Mexico",5,31,2023,,96.5,58,75.9,91.4,58,74.2,41.7,38.5,0,0,0,,13.6,11.4,291.3,1009.5,0,10.7,359.4,31.1,10,10,2023-05-31T06:13:53,2023-05-31T19:32:29,0.39,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",6,1,2023,,97.8,57.8,77.1,92.6,57.8,75.4,45.4,43.6,0,0,0,,15.2,12.8,288.2,1011.4,0,12.7,355.3,30.8,10,10,2023-06-01T06:13:47,2023-06-01T19:32:53,0.42,Clear,Clear conditions throughout the day.,"76613399999,76612099999,remote"
"Tequila, Mexico",6,2,2023,,96.9,56.9,79.5,91.7,56.9,77.5,37.1,29.4,0,0,0,,14.8,20.8,274.4,1012.1,7.6,9,359,31.2,10,10,2023-06-02T06:13:42,2023-06-02T19:33:16,0.45,Clear,Clear conditions throughout the day.,"76613399999,76612099999,remote"
"Tequila, Mexico",6,3,2023,,99.6,59.3,78.4,94.1,59.3,76.4,39.3,33.7,0,0,0,,15.7,12.8,294,1009.8,19.1,11.7,351.6,30.6,10,10,2023-06-03T06:13:38,2023-06-03T19:33:40,0.5,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",6,4,2023,,94.7,58.9,77,90.1,58.9,75.1,40.1,33.2,0,0,0,,16.6,18.3,309.9,1006.4,10,9.6,356.7,30.8,10,10,2023-06-04T06:13:35,2023-06-04T19:34:02,0.52,Clear,Clear conditions throughout the day.,"76613399999,76612099999,remote"
"Tequila, Mexico",6,5,2023,,95.5,57.3,77.1,90.6,57.3,75.3,31.1,27.9,0,0,0,,14.5,10.3,262.8,1009.5,0.4,9.5,362.8,31.4,10,10,2023-06-05T06:13:33,2023-06-05T19:34:25,0.56,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",6,6,2023,,95.1,58.9,76.5,90.3,58.9,75.2,48.1,41.9,0,0,0,,15.2,8.1,280.6,1008.8,2,9.2,358,31,10,10,2023-06-06T06:13:32,2023-06-06T19:34:47,0.59,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",6,7,2023,,94.2,57.3,76.5,89.5,57.3,75,48,47.1,0,0,0,,14.8,11.4,271.4,1009.1,3.7,10.2,360,31.2,10,10,2023-06-07T06:13:32,2023-06-07T19:35:09,0.63,Clear,Clear conditions throughout the day.,"76613399999,76612099999,remote"
"Tequila, Mexico",6,8,2023,,94.4,58.2,76.7,89.6,58.2,75.2,40.4,37.4,0,0,0,,21.9,8.9,274.1,1011.7,14.4,9.1,365.2,31.4,10,10,2023-06-08T06:13:33,2023-06-08T19:35:30,0.66,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",6,9,2023,,98.9,55.5,76.6,93.4,55.5,74.8,39.1,34.4,0,0,0,,16.1,9.2,280.2,1012.6,17.2,10.4,361.1,31.2,10,10,2023-06-09T06:13:35,2023-06-09T19:35:51,0.7,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",6,10,2023,,100.1,58.4,78.3,94.5,58.4,76.4,41.5,34.4,0,0,0,,14.8,8.5,264.1,1008.4,18.4,10,364,31.3,10,10,2023-06-10T06:13:38,2023-06-10T19:36:12,0.75,Clear,Clear conditions throughout the day.,"76613399999,76612099999,remote"
"Tequila, Mexico",6,11,2023,,100.5,56.7,79.2,95.4,56.7,77.2,44.7,39.4,0,0,0,,19.7,10.3,254.6,1009.1,6.4,9.2,362.6,31.3,10,10,2023-06-11T06:13:42,2023-06-11T19:36:32,0.77,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",6,12,2023,,98.7,58.9,79.8,93.7,58.9,78.2,47.3,38.4,0,0,0,,14.5,8.1,283.7,1009.6,20.6,9.2,355,30.6,10,10,2023-06-12T06:13:47,2023-06-12T19:36:51,0.81,Partially cloudy,Partly cloudy throughout the day.,"76613399999,76612099999,remote"
"Tequila, Mexico",6,13,2023,,102.3,63.7,82.3,97.2,63.7,80.4,48.1,40.5,0,0,0,,21.9,6.9,235.4,1007.1,12.8,9.7,353.1,30.5,10,15,2023-06-13T06:13:53,2023-06-13T19:37:10,0.84,Clear,Clear conditions throughout the day.,"MMGL,76612099999,remote"
"Tequila, Mexico",6,14,2023,,103,63.4,81.3,97.6,63.4,79.6,49.7,41.7,0,0,0,,15,10.5,263.6,1009,3.2,9.6,353.3,30.5,10,10,2023-06-14T06:14:00,2023-06-14T19:37:28,0.88,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",6,15,2023,,101,63.4,80.6,95.8,63.4,78.9,49.7,44.1,0,0,0,,18.3,7.1,271,1007.9,10.7,9.8,348.3,30.2,10,10,2023-06-15T06:14:07,2023-06-15T19:37:45,0.91,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",6,16,2023,,96,63.9,79.9,92.2,63.9,78.6,54.8,49.6,0,0,0,,14.3,8.1,255.4,1009.8,54.3,9.2,311,27,10,10,2023-06-16T06:14:16,2023-06-16T19:38:02,0.95,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",6,17,2023,,97.1,61.4,78.1,93.5,61.4,77.1,51.1,43.7,0,0,0,,13.4,13.4,271.8,1011,72.7,10.5,325,28.2,10,10,2023-06-17T06:14:25,2023-06-17T19:38:18,0,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",6,18,2023,,94.9,61.6,78,91,61.6,76.7,49.1,39.2,0,0,0,,15.7,11.3,202.8,1010,31.9,10.1,348.6,30.1,10,10,2023-06-18T06:14:35,2023-06-18T19:38:33,0.02,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",6,19,2023,,98.9,62.1,79.9,94.4,62.1,78.2,48.7,38.6,0,0,0,,15.9,9.2,248.5,1009.9,16.4,9.3,349.4,30.3,10,10,2023-06-19T06:14:46,2023-06-19T19:38:48,0.05,Clear,Clear conditions throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",6,20,2023,,97.4,62.1,80.4,94.9,62.1,79.2,53.1,43,0,0,0,,17,5.8,247.6,1007.7,41.4,9.2,348.7,30.2,10,10,2023-06-20T06:14:58,2023-06-20T19:39:02,0.08,Partially cloudy,Clearing in the afternoon.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",6,21,2023,,100.5,62.3,80.3,96.9,62.3,79,52.9,46.2,0,0,0,,18.1,16.1,251.9,1009.6,24.2,10,340.4,29.6,10,10,2023-06-21T06:15:11,2023-06-21T19:39:15,0.12,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",6,22,2023,,101.2,62.9,81.4,97.2,62.9,79.8,50.9,42.9,0,0,0,,16.1,8.9,272.3,1007.9,22.9,8.9,346.6,30,10,10,2023-06-22T06:15:24,2023-06-22T19:39:27,0.15,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",6,23,2023,,96.5,62.9,80.3,92.2,62.9,78.9,54.6,51.5,0,0,0,,18.8,7.1,229.1,1007.8,28.1,9.2,311.7,27,10,60,2023-06-23T06:15:38,2023-06-23T19:39:39,0.18,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",6,24,2023,,99.8,63.8,82.4,94.8,63.8,80.7,53.4,46.3,0.004,100,4.17,rain,17.9,11.4,14.4,1006.7,20,7.7,349.8,30.3,10,15,2023-06-24T06:15:53,2023-06-24T19:39:49,0.21,Rain,Partly cloudy throughout the day with late afternoon rain.,"76613399999,76612099999,remote"
"Tequila, Mexico",6,25,2023,,97.4,64.8,79.6,93.4,64.8,78,54,51.2,0.016,100,4.17,rain,18.3,8.1,55.6,1010,45.6,9.1,340.6,29.3,10,15,2023-06-25T06:16:08,2023-06-25T19:39:59,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",6,26,2023,,91.7,63.8,77.8,88.4,63.8,76.6,55.1,52.9,0.071,100,8.33,rain,13.9,9.2,52.6,1009.4,43.9,8.8,318.1,27.7,10,30,2023-06-26T06:16:24,2023-06-26T19:40:08,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",6,27,2023,,97.1,65.4,75.9,94.1,65.4,75.6,59.6,62,1.929,100,4.17,rain,11.4,5.3,181,1009.3,54.9,8.8,308.8,26.7,10,30,2023-06-27T06:16:41,2023-06-27T19:40:16,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",6,28,2023,,91.1,66.8,74.8,88.9,66.8,74.5,60,64.6,0.354,100,4.17,rain,18.1,5.8,161.2,1009.7,56.4,8.9,284.9,24.6,9,10,2023-06-28T06:16:58,2023-06-28T19:40:23,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",6,29,2023,,84.6,64.8,72,85.2,64.8,72,62.6,75.4,0.008,100,4.17,rain,6.3,9.2,352.1,1010.6,76.9,8.2,251.6,21.7,10,30,2023-06-29T06:17:16,2023-06-29T19:40:29,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"76613399999,76612099999,remote"
"Tequila, Mexico",6,30,2023,,82.1,64.3,72.1,82.7,64.3,72.1,61.7,72.8,0.882,100,8.33,rain,7.8,9.2,105.9,1011.5,83.4,8.5,202.4,17.4,8,10,2023-06-30T06:17:34,2023-06-30T19:40:34,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",7,1,2023,,82.3,63.6,71.7,81.4,63.6,71.7,59.4,67.2,0.012,100,4.17,rain,7.8,9.2,180.8,1014.9,84.4,10.3,179.9,15.5,8,10,2023-07-01T06:17:53,2023-07-01T19:40:38,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",7,2,2023,,86.1,63.9,71.6,85.9,63.9,71.7,62.7,76.1,0.984,100,12.5,rain,15,3.8,260.6,1012.1,88.2,9.7,205.2,17.8,9,10,2023-07-02T06:18:13,2023-07-02T19:40:41,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",7,3,2023,,84.5,62.3,72.1,84.6,62.3,72,61.4,73,0.024,100,4.17,rain,8.7,6.3,288.8,1012.3,63.4,8.9,259.3,22.4,10,10,2023-07-03T06:18:32,2023-07-03T19:40:43,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",7,4,2023,,85,63.8,72.1,84.3,63.8,72.1,62.6,75.1,0.067,100,8.33,rain,8.5,4.5,332.8,1012.4,65.9,7.9,242,20.8,10,30,2023-07-04T06:18:53,2023-07-04T19:40:44,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",7,5,2023,,89.9,63.6,74.7,88.4,63.6,74.5,59.6,63.5,0.04,100,12.5,rain,10.5,12.8,356.6,1012.5,47.5,8.3,288.9,24.9,10,30,2023-07-05T06:19:13,2023-07-05T19:40:44,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",7,6,2023,,89,65.4,74.9,88.7,65.4,74.8,60.8,65,0.032,100,12.5,rain,12.8,11.4,348.8,1010.4,68,9,301.6,26.2,10,30,2023-07-06T06:19:34,2023-07-06T19:40:43,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",7,7,2023,,87.7,64.5,73.7,85.2,64.5,73.5,61.3,70.1,0.083,100,8.33,rain,11,10.3,55.1,1010.4,81.7,7,232.7,20.1,10,30,2023-07-07T06:19:55,2023-07-07T19:40:41,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",7,8,2023,,87.3,63.8,73.9,85.2,63.8,73.6,59.9,66.5,0.106,100,4.17,rain,9.2,9.4,176.8,1011.3,57.3,9.3,264.4,22.9,10,10,2023-07-08T06:20:17,2023-07-08T19:40:38,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"76613399999,76612099999,remote"
"Tequila, Mexico",7,9,2023,,85.7,63.9,73,85.7,63.9,73,60.4,67.8,0.012,100,4.17,rain,11.9,8.1,224.8,1013.8,70.2,9.2,300.8,25.9,10,10,2023-07-09T06:20:39,2023-07-09T19:40:33,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",7,10,2023,,90.4,64.5,73.6,90.5,64.5,73.6,62.3,71.2,0.141,100,16.67,rain,9.2,8.1,5.7,1013.1,66.2,8.7,245.4,21.1,10,30,2023-07-10T06:21:01,2023-07-10T19:40:28,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",7,11,2023,,85.2,62.7,71.4,86.1,62.7,71.4,62.9,77.4,0.039,100,4.17,rain,8.5,8.1,140.7,1014.5,63.2,9.5,282.6,24.4,10,30,2023-07-11T06:21:24,2023-07-11T19:40:21,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",7,12,2023,,87.9,62.7,73.2,86.7,62.7,73,59.9,68,0.118,100,4.17,rain,5.8,6.9,54.1,1014.2,35.9,9.5,327.3,28.5,10,30,2023-07-12T06:21:46,2023-07-12T19:40:14,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",7,13,2023,,91.8,62.7,73.8,90.6,62.7,73.4,59.8,66.9,0.827,100,4.17,rain,11.2,15,358.3,1013.1,49.2,9.3,295,25.7,10,30,2023-07-13T06:22:09,2023-07-13T19:40:05,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",7,14,2023,,92.2,60.9,73.3,90.5,60.9,73.1,58.5,64,0.315,100,4.17,rain,23,16.1,80.1,1013.5,44.4,8.8,332.5,28.9,10,10,2023-07-14T06:22:32,2023-07-14T19:39:55,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",7,15,2023,,89.7,62.4,74.8,87.1,62.4,74.4,57.6,58.6,0.146,100,8.33,rain,11.2,10.3,317.9,1013.5,25.4,8,313.9,27.3,10,60,2023-07-15T06:22:55,2023-07-15T19:39:44,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"76613399999,76612099999,remote"
"Tequila, Mexico",7,16,2023,,88.8,64.5,75.8,87,64.5,75.4,59.5,62.1,0.079,100,8.33,rain,7.8,7.1,302.9,1011.9,39.3,9.7,336.3,29.1,10,30,2023-07-16T06:23:18,2023-07-16T19:39:32,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",7,17,2023,,89.7,64.3,75.5,87.1,64.3,74.9,56.8,57.1,0.098,100,8.33,rain,9.8,11.4,34.5,1013.5,38.9,7.9,335.2,29.1,10,60,2023-07-17T06:23:42,2023-07-17T19:39:19,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",7,18,2023,,91.5,62.7,74.2,89.2,62.7,73.9,59.4,64.8,0.008,100,4.17,rain,8.7,4.5,77.1,1013.9,49.5,9,307.2,26.4,10,30,2023-07-18T06:24:05,2023-07-18T19:39:04,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",7,19,2023,,90.2,62.9,74.1,89,62.9,73.7,58.6,62.7,0.405,100,12.5,rain,13.2,6.3,22.6,1015.3,51.3,8.5,280.2,24,10,30,2023-07-19T06:24:29,2023-07-19T19:38:49,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",7,20,2023,,87.9,59.1,73,85.7,59.1,72.9,60.6,68.9,0.264,100,4.17,rain,5.6,6.9,338.7,1014.6,78.1,7.9,310.1,27,10,30,2023-07-20T06:24:52,2023-07-20T19:38:32,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",7,21,2023,,91.3,63.1,73.8,89.1,63.1,73.7,61.4,69.8,0.236,100,4.17,rain,9.8,6.3,68,1012.4,78.7,10.4,321.2,27.9,10,30,2023-07-21T06:25:16,2023-07-21T19:38:15,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",7,22,2023,,86.3,61.4,72.6,85.5,61.4,72.6,61.1,71.1,1.575,100,4.17,rain,12.5,9.2,98.2,1012.7,71.9,8.5,306.6,26.4,10,30,2023-07-22T06:25:39,2023-07-22T19:37:56,0.17,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,"76613399999,76612099999,remote"
"Tequila, Mexico",7,23,2023,,80.5,61.4,69.4,81.4,61.4,69.4,62,79.2,0.456,100,8.33,rain,10.5,10.3,61.8,1014.9,76,8.9,244.9,21.1,9,10,2023-07-23T06:26:02,2023-07-23T19:37:36,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",7,24,2023,,83.4,61.4,72.1,84.2,61.4,72.1,60.2,69.3,0.079,100,4.17,rain,9.8,6.9,61.2,1016.1,73.3,7.4,257.8,22.3,10,30,2023-07-24T06:26:26,2023-07-24T19:37:15,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",7,25,2023,,80.7,63.1,68.7,82.6,63.1,68.8,63.2,83.8,0.701,100,16.67,rain,4.5,4.5,97.6,1015.8,95.3,8,230.5,19.8,10,60,2023-07-25T06:26:49,2023-07-25T19:36:52,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",7,26,2023,,81.7,62.7,69.2,82.6,62.7,69.3,62.3,81.1,1.378,100,12.5,rain,23,5,85.1,1015.6,79.7,8.4,239.8,20.7,10,10,2023-07-26T06:27:12,2023-07-26T19:36:29,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",7,27,2023,,85.6,61.6,71.1,84.4,61.6,71.1,60.7,73.4,0.209,100,4.17,rain,9.4,9.2,26.7,1015.7,57.3,9.4,334,28.9,10,30,2023-07-27T06:27:35,2023-07-27T19:36:05,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"76613399999,76612099999,remote"
"Tequila, Mexico",7,28,2023,,86.6,60.9,69.8,85.1,60.9,69.7,58.8,71.4,1.063,100,4.17,rain,20.8,14.4,42.5,1017.4,73.3,8.6,317.8,27.4,10,30,2023-07-28T06:27:58,2023-07-28T19:35:39,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",7,29,2023,,83.9,59.1,70.5,84,59.1,70.6,59.4,70.9,0.047,100,4.17,rain,8.7,6.7,121.4,1014.2,56.7,9.9,314.2,27.3,10,30,2023-07-29T06:28:21,2023-07-29T19:35:13,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,76612099999,remote"
"Tequila, Mexico",7,30,2023,,85.2,60.3,72.2,84.5,60.3,72.2,58.8,66.3,0.024,100,8.33,rain,6.3,5.3,86.9,1014.6,44.2,10,334.1,28.8,10,30,2023-07-30T06:28:44,2023-07-30T19:34:45,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",7,31,2023,,87.7,64.8,73.8,86.7,64.8,73.9,59.7,63.4,0,0,0,rain,8.3,5.8,62.2,1014.8,72.4,10.9,294.5,25.5,10,10,2023-07-31T06:29:06,2023-07-31T19:34:17,0.47,Partially cloudy,Partly cloudy throughout the day.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",8,1,2023,,89,62.9,73.4,88.9,62.9,73.4,62.6,73.1,0.748,100,4.17,rain,11.2,4.5,61.7,1014.2,62.4,9.4,327.9,28.3,10,60,2023-08-01T06:29:29,2023-08-01T19:33:47,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",8,2,2023,,86.6,63.1,74,86.4,63.1,74,62.6,71.5,0.079,100,4.17,rain,23,11.4,349.1,1013.6,57.5,8.4,268.5,23.1,10,30,2023-08-02T06:29:51,2023-08-02T19:33:17,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",8,3,2023,,86.1,61.8,70.5,85.9,61.8,70.5,60.6,74.8,0.039,100,4.17,rain,12.8,4.9,35,1014.4,58.9,9.1,290.4,25,10,30,2023-08-03T06:30:13,2023-08-03T19:32:45,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",8,4,2023,,81,61.4,69.8,82.1,61.4,69.9,62.8,80.5,0.091,100,8.33,rain,11.9,6.9,87.5,1013.4,91,8.1,258.2,22.1,10,30,2023-08-04T06:30:35,2023-08-04T19:32:12,0.6,"Rain, Overcast",Cloudy skies throughout the day with rain.,"76613399999,76612099999,remote"
"Tequila, Mexico",8,5,2023,,78.3,63.4,69.4,78.3,63.4,69.4,61,76.7,0.221,100,8.33,rain,8.7,9.2,136.4,1015.8,91.1,8.6,233.2,20,9,10,2023-08-05T06:30:56,2023-08-05T19:31:39,0.64,"Rain, Overcast",Cloudy skies throughout the day with rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",8,6,2023,,85,62.1,70,85.2,62.1,70,62.7,79.9,0.079,100,4.17,rain,9.8,6.9,293.3,1015.7,72.7,9.9,265.8,22.9,10,30,2023-08-06T06:31:17,2023-08-06T19:31:04,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",8,7,2023,,86.6,63.1,72.4,87.5,63.1,72.5,62.3,74.6,0.075,100,4.17,rain,8.7,11.4,254,1016.3,61.8,9.6,309.4,26.7,10,75,2023-08-07T06:31:39,2023-08-07T19:30:28,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",8,8,2023,,89.1,62.7,74.3,89.5,62.7,74.3,61.7,69.7,0.02,100,4.17,rain,14.5,4.7,97.1,1013.7,45.4,10.4,273.3,23.7,10,60,2023-08-08T06:31:59,2023-08-08T19:29:52,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",8,9,2023,,80,61.2,70,80,61.2,70,60.3,73.3,0.283,100,4.17,rain,18.3,9.6,148.5,1015.8,81.5,8.3,313.5,27.1,10,30,2023-08-09T06:32:20,2023-08-09T19:29:15,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,"MMGL,76613399999,76612099999,remote"
"Tequila, Mexico",8,10,2023,,82.5,61.2,71.1,83.1,61.2,71.2,62.1,76.1,0.142,100,4.17,rain,13.4,9.2,233.8,1016.1,79.2,10.2,312.5,27,10,30,2023-08-10T06:32:40,2023-08-10T19:28:36,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,"MMGL,76613399999,76612099999,remote"
