title,Date20,YR2020,AC20,AP20,YR20,Date21,YR2021,AC21,AP21,YR21,YR2022,AC22,AP22,YR22,PATTL,PROJ23,ACT23
Skeleto Blanco (Los Azulejos),1/1/2020,2020,76,76,76,1/1/2021,2021,77,74,76,2022,72,83,78,77.66666667,78,77
Skeleto Reposado (Los Azulejos),1/1/2020,2020,77,74,76,1/1/2021,2021,82,69,76,2022,72,78,75,73.66666667,74,73
Socorro Tequila Aejo,1/1/2020,2020,84,84,84,1/1/2021,2021,79,89,84,2022,81,80,81,84.33333333,84,84
Socorro Tequila Blanco,1/1/2020,2020,73,66,70,1/1/2021,2021,78,71,75,2022,73,71,72,69.33333333,69,69
Socorro Tequila Reposado,1/1/2020,2020,82,77,80,1/1/2021,2021,84,83,84,2022,81,75,78,78.33333333,78,78
Sol Azul Aejo,1/1/2020,2020,90,83,87,1/1/2021,2021,96,82,89,2022,87,79,83,81.33333333,81,81
Sol Azul Reposado,1/1/2020,2020,85,80,83,1/1/2021,2021,93,77,85,2022,92,84,88,80.33333333,80,80
Sol Azul Silver,1/1/2020,2020,56,NA,#VALUE!,1/1/2021,2021,53,#VALUE!,#VALUE!,2022,57,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Sol Dios Aejo,1/1/2020,2020,86,86,86,1/1/2021,2021,82,89,86,2022,91,88,90,87.66666667,88,87
Sol Dios Blanco,1/1/2020,2020,84,78,81,1/1/2021,2021,86,75,81,2022,84,76,80,76.33333333,76,76
Sol de Barro Blanco,1/1/2020,2020,81,75,78,1/1/2021,2021,77,81,79,2022,81,78,80,78,78,78
Sol de Mexico Aejo,1/1/2020,2020,86,86,86,1/1/2021,2021,91,83,87,2022,94,90,92,86.33333333,86,86
Sol de Mexico Blanco,1/1/2020,2020,78,89,84,1/1/2021,2021,76,83,80,2022,74,84,79,85.33333333,85,85
Sol de Mexico Reposado,1/1/2020,2020,81,84,83,1/1/2021,2021,77,79,78,2022,86,87,87,83.33333333,83,83
Sol y Sombra Reposado,1/1/2020,2020,91,60,76,1/1/2021,2021,94,64,79,2022,98,59,79,61,61,61
Solana Tequila Silver,1/1/2020,2020,74,NA,#VALUE!,1/1/2021,2021,69,#VALUE!,#VALUE!,2022,74,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Soledad Tequila 8-Year,1/1/2020,2020,83,63,73,1/1/2021,2021,79,66,73,2022,82,62,72,63.66666667,64,63
Soledad Tequila Joven,1/1/2020,2020,82,NA,#VALUE!,1/1/2021,2021,84,#VALUE!,#VALUE!,2022,86,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Solento Organic Tequila Aejo,1/1/2020,2020,87,80,84,1/1/2021,2021,90,79,85,2022,86,75,81,78,78,78
Solento Organic Tequila Blanco,1/1/2020,2020,83,81,82,1/1/2021,2021,78,82,80,2022,83,82,83,81.66666667,82,81
Solento Organic Tequila Reposado,1/1/2020,2020,85,82,84,1/1/2021,2021,92,84,88,2022,92,89,91,85,85,85
Solo Mxico Aejo,1/1/2020,2020,81,70,76,1/1/2021,2021,82,72,77,2022,86,73,80,71.66666667,72,71
Solorzano Aejo,1/1/2020,2020,87,84,86,1/1/2021,2021,82,83,83,2022,84,90,87,85.66666667,86,85
Solorzano Blanco,1/1/2020,2020,89,86,88,1/1/2021,2021,85,91,88,2022,97,80,89,85.66666667,86,85
Solorzano Extra Aejo (Lost Barrel Edition),1/1/2020,2020,92,86,89,1/1/2021,2021,92,87,90,2022,96,90,93,87.66666667,88,87
Solorzano Reposado,1/1/2020,2020,83,85,84,1/1/2021,2021,81,80,81,2022,81,85,83,83.33333333,83,83
Sparkle Donkey Reposado,1/1/2020,2020,75,54,65,1/1/2021,2021,79,54,67,2022,79,57,68,55,55,55
Sparkle Donkey Silver,1/1/2020,2020,59,66,63,1/1/2021,2021,57,66,62,2022,61,64,63,65.33333333,65,65
Storywood Tequila Aejo Speyside 14,1/1/2020,2020,83,NA,#VALUE!,1/1/2021,2021,85,#VALUE!,#VALUE!,2022,79,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Storywood Tequila Reposado Speyside 7,1/1/2020,2020,76,NA,#VALUE!,1/1/2021,2021,77,#VALUE!,#VALUE!,2022,74,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Suave Aejo,1/1/2020,2020,84,84,84,1/1/2021,2021,86,80,83,2022,83,91,87,85,85,85
Suave Blanco,1/1/2020,2020,85,84,85,1/1/2021,2021,84,88,86,2022,93,86,90,86,86,86
Suave Extra Aejo V.S.B.,1/1/2020,2020,90,90,90,1/1/2021,2021,98,87,93,2022,91,88,90,88.33333333,88,88
Suave Joven,1/1/2020,2020,83,82,83,1/1/2021,2021,85,85,85,2022,85,78,82,81.66666667,82,81
Suave Lunar Rested Silver,1/1/2020,2020,84,84,84,1/1/2021,2021,90,83,87,2022,80,91,86,86,86,86
Suave Patria Reposado,1/1/2020,2020,84,NA,#VALUE!,1/1/2021,2021,86,#VALUE!,#VALUE!,2022,82,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Suave Reposado,1/1/2020,2020,85,84,85,1/1/2021,2021,81,87,84,2022,90,90,90,87,87,87
Suave Tequila Joven 42S,1/1/2020,2020,91,90,91,1/1/2021,2021,91,84,88,2022,86,94,90,89.33333333,89,89
Suave Tequila Joven 45G,1/1/2020,2020,89,90,90,1/1/2021,2021,96,85,91,2022,89,85,87,86.66666667,87,86
Suavecito Aejo,1/1/2020,2020,86,84,85,1/1/2021,2021,85,80,83,2022,81,85,83,83,83,83
Suavecito Blanco,1/1/2020,2020,82,83,83,1/1/2021,2021,84,86,85,2022,82,80,81,83,83,83
Suavecito Extra Aejo,1/1/2020,2020,86,58,72,1/1/2021,2021,87,59,73,2022,88,62,75,59.66666667,60,59
Suavecito Reposado,1/1/2020,2020,84,NA,#VALUE!,1/1/2021,2021,83,#VALUE!,#VALUE!,2022,91,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Sueo de Atzo Aejo,1/1/2020,2020,83,NA,#VALUE!,1/1/2021,2021,85,#VALUE!,#VALUE!,2022,87,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Sueo de Atzo Extra Aejo,1/1/2020,2020,84,NA,#VALUE!,1/1/2021,2021,86,#VALUE!,#VALUE!,2022,83,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Sueo de Atzo Reposado,1/1/2020,2020,85,NA,#VALUE!,1/1/2021,2021,89,#VALUE!,#VALUE!,2022,84,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Suerte 8 Year Extra Aejo,1/1/2020,2020,89,89,89,1/1/2021,2021,87,90,89,2022,83,85,84,88,88,88
"Suerte 8-year Extra Aejo 2018 """"Lucky Lips""""",1/1/2020,2020,84,90,87,1/1/2021,2021,84,88,86,2022,80,98,89,92,92,92
Suerte Aejo,1/1/2020,2020,84,85,85,1/1/2021,2021,84,90,87,2022,81,81,81,85.33333333,85,85
Suerte Blanco,1/1/2020,2020,84,86,85,1/1/2021,2021,91,87,89,2022,79,82,81,85,85,85
Suerte Extra Aejo 400 Edition (2015),1/1/2020,2020,86,85,86,1/1/2021,2021,89,80,85,2022,89,80,85,81.66666667,82,81
Suerte Extra Aejo Diamond Edition (2014),1/1/2020,2020,88,87,88,1/1/2021,2021,95,83,89,2022,83,88,86,86,86,86
Suerte Extra Aejo Kings Crown Edition (2016),1/1/2020,2020,89,90,90,1/1/2021,2021,85,89,87,2022,95,89,92,89.33333333,89,89
Suerte Reposado,1/1/2020,2020,85,87,86,1/1/2021,2021,82,85,84,2022,92,93,93,88.33333333,88,88
Suerte Still Strength Blanco (La Cata - Filtered),1/1/2020,2020,87,88,88,1/1/2021,2021,90,84,87,2022,90,87,89,86.33333333,86,86
Suerte Still Strength Blanco (La Cata - Unfiltered),1/1/2020,2020,86,87,87,1/1/2021,2021,81,89,85,2022,87,89,88,88.33333333,88,88
Supremo Tequila Extra Aejo,1/1/2020,2020,89,75,82,1/1/2021,2021,92,76,84,2022,91,74,83,75,75,75
Sweet Poison Tequila Blanco,1/1/2020,2020,80,74,77,1/1/2021,2021,82,74,78,2022,87,70,79,72.66666667,73,72
T1 Sensacional Extra Aejo,1/1/2020,2020,83,87,85,1/1/2021,2021,81,89,85,2022,87,90,89,88.66666667,89,88
TC Craft Extra Aejo,1/1/2020,2020,85,79,82,1/1/2021,2021,88,80,84,2022,82,86,84,81.66666667,82,81
TC Craft Tequila Aejo,1/1/2020,2020,89,83,86,1/1/2021,2021,95,78,87,2022,96,85,91,82,82,82
TC Craft Tequila Blanco,1/1/2020,2020,81,80,81,1/1/2021,2021,84,78,81,2022,77,87,82,81.66666667,82,81
TC Craft Tequila Reposado,1/1/2020,2020,83,79,81,1/1/2021,2021,90,79,85,2022,91,77,84,78.33333333,78,78
TCapri Tequila Blanco,1/1/2020,2020,86,NA,#VALUE!,1/1/2021,2021,93,#VALUE!,#VALUE!,2022,87,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
TUYO No. 2,1/1/2020,2020,81,78,80,1/1/2021,2021,79,78,79,2022,83,76,80,77.33333333,77,77
TUYO No. 3,1/1/2020,2020,NA,NA,#VALUE!,1/1/2021,2021,#VALUE!,#VALUE!,#VALUE!,2022,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Taberna de Aguilas Aejo,1/1/2020,2020,97,86,92,1/1/2021,2021,100,80,90,2022,91,88,90,84.66666667,85,84
Tanteo Blanco,1/1/2020,2020,85,84,85,1/1/2021,2021,92,86,89,2022,89,85,87,85,85,85
Tanteo Chipotle,1/1/2020,2020,73,75,74,1/1/2021,2021,72,81,77,2022,79,81,80,79,79,79
Tanteo Habanero,1/1/2020,2020,72,70,71,1/1/2021,2021,75,74,75,2022,72,74,73,72.66666667,73,72
Tanteo Jalapeo,1/1/2020,2020,77,73,75,1/1/2021,2021,80,69,75,2022,80,77,79,73,73,73
Tapatio Aejo,1/1/2020,2020,85,87,86,1/1/2021,2021,91,82,87,2022,85,93,89,87.33333333,87,87
Tapatio Blanco,1/1/2020,2020,85,87,86,1/1/2021,2021,90,93,92,2022,93,92,93,90.66666667,91,90
Tapatio Blanco 110,1/1/2020,2020,87,89,88,1/1/2021,2021,86,88,87,2022,94,97,96,91.33333333,91,91
Tapatio Excelencia Extra Aejo,1/1/2020,2020,89,90,90,1/1/2021,2021,93,96,95,2022,97,87,92,91,91,91
"Tapatio Excelencia Extra Aejo (Lot 1, MX only)",1/1/2020,2020,89,91,90,1/1/2021,2021,84,96,90,2022,86,90,88,92.33333333,92,92
Tapatio Reposado,1/1/2020,2020,83,86,85,1/1/2021,2021,86,87,87,2022,82,91,87,88,88,88
Tarantula 100 Plata,1/1/2020,2020,63,43,53,1/1/2021,2021,60,40,50,2022,61,43,52,42,42,42
Tattoo Tequila Blanco,1/1/2020,2020,75,74,75,1/1/2021,2021,70,73,72,2022,78,76,77,74.33333333,74,74
Tattoo Tequila Reposado,1/1/2020,2020,74,NA,#VALUE!,1/1/2021,2021,77,#VALUE!,#VALUE!,2022,77,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Tau Tequila Aejo,1/1/2020,2020,84,86,85,1/1/2021,2021,86,84,85,2022,79,93,86,87.66666667,88,87
Tau Tequila Blanco,1/1/2020,2020,87,87,87,1/1/2021,2021,93,89,91,2022,95,91,93,89,89,89
Tau Tequila Reposado,1/1/2020,2020,87,87,87,1/1/2021,2021,89,81,85,2022,90,92,91,86.66666667,87,86
Tavi Aejo,1/1/2020,2020,76,79,78,1/1/2021,2021,83,74,79,2022,73,83,78,78.66666667,79,78
Tavi Platinum Silver,1/1/2020,2020,64,76,70,1/1/2021,2021,63,71,67,2022,61,81,71,76,76,76
Tears of Llorona Extra Aejo,1/1/2020,2020,89,89,89,1/1/2021,2021,89,87,88,2022,90,87,89,87.66666667,88,87
Tecnico Aejo,1/1/2020,2020,69,72,71,1/1/2021,2021,73,73,73,2022,75,67,71,70.66666667,71,70
Tecnico Blanco,1/1/2020,2020,72,77,75,1/1/2021,2021,72,75,74,2022,70,84,77,78.66666667,79,78
Tecnico Reposado,1/1/2020,2020,71,74,73,1/1/2021,2021,72,76,74,2022,70,75,73,75,75,75
Tecnico Tequila Reposado,1/1/2020,2020,71,NA,#VALUE!,1/1/2021,2021,68,#VALUE!,#VALUE!,2022,72,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Teeq Reposado,1/1/2020,2020,87,NA,#VALUE!,1/1/2021,2021,89,#VALUE!,#VALUE!,2022,95,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Teky Lady's Reposado,1/1/2020,2020,75,80,78,1/1/2021,2021,77,82,80,2022,77,76,77,79.33333333,79,79
Telsn Tequila Blanco,1/1/2020,2020,74,74,74,1/1/2021,2021,80,77,79,2022,72,80,76,77,77,77
Telsn Tequila Reposado,1/1/2020,2020,81,68,75,1/1/2021,2021,76,73,75,2022,78,72,75,71,71,71
Tenoch Reposado,1/1/2020,2020,70,76,73,1/1/2021,2021,69,78,74,2022,67,82,75,78.66666667,79,78
Tepozan Aejo,1/1/2020,2020,88,89,89,1/1/2021,2021,84,84,84,2022,93,83,88,85.33333333,85,85
Tepozan Blanco,1/1/2020,2020,80,84,82,1/1/2021,2021,80,90,85,2022,86,86,86,86.66666667,87,86
Tepozan Extra Aejo,1/1/2020,2020,92,NA,#VALUE!,1/1/2021,2021,94,#VALUE!,#VALUE!,2022,86,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Tepozan Reposado,1/1/2020,2020,81,83,82,1/1/2021,2021,81,87,84,2022,86,89,88,86.33333333,86,86
Tequila 1937 Plata,1/1/2020,2020,79,79,79,1/1/2021,2021,78,82,80,2022,83,78,81,79.66666667,80,79
Tequila 1937 Plata Orgnico,1/1/2020,2020,91,82,87,1/1/2021,2021,86,78,82,2022,92,79,86,79.66666667,80,79
Tequila 1937 Reposado Orgnico,1/1/2020,2020,NA,86,#VALUE!,1/1/2021,2021,#VALUE!,92,#VALUE!,2022,#VALUE!,94,#VALUE!,90.66666667,91,90
Tequila 30-30 Aejo,1/1/2020,2020,85,82,84,1/1/2021,2021,83,80,82,2022,80,89,85,83.66666667,84,83
Tequila 30-30 Blanco,1/1/2020,2020,77,71,74,1/1/2021,2021,78,75,77,2022,84,76,80,74,74,74
Tequila 30-30 Reposado,1/1/2020,2020,77,74,76,1/1/2021,2021,72,76,74,2022,77,76,77,75.33333333,75,75
Tequila 512 Aejo,1/1/2020,2020,78,83,81,1/1/2021,2021,75,80,78,2022,84,83,84,82,82,82
Tequila 512 Blanco,1/1/2020,2020,76,79,78,1/1/2021,2021,72,85,79,2022,82,81,82,81.66666667,82,81
Tequila 512 Reposado,1/1/2020,2020,75,83,79,1/1/2021,2021,75,81,78,2022,79,78,79,80.66666667,81,80
Tequila 8 Mesas Silver,1/1/2020,2020,79,71,75,1/1/2021,2021,74,69,72,2022,77,75,76,71.66666667,72,71
Tequila 88 Blanco,1/1/2020,2020,63,NA,#VALUE!,1/1/2021,2021,67,#VALUE!,#VALUE!,2022,69,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Tequila Aguila Superior Reposado,1/1/2020,2020,97,90,94,1/1/2021,2021,101,91,96,2022,91,94,93,91.66666667,92,91
Tequila Alabanza Extra Aejo,1/1/2020,2020,92,90,91,1/1/2021,2021,93,84,89,2022,86,85,86,86.33333333,86,86
Tequila Alcahuete Blanco,1/1/2020,2020,98,76,87,1/1/2021,2021,101,78,90,2022,97,79,88,77.66666667,78,77
Tequila Alquimia Aejo,1/1/2020,2020,85,87,86,1/1/2021,2021,91,91,91,2022,88,91,90,89.66666667,90,89
Tequila Alquimia Blanco,1/1/2020,2020,84,87,86,1/1/2021,2021,90,91,91,2022,91,83,87,87,87,87
Tequila Alquimia Extra Aejo XIV,1/1/2020,2020,93,90,92,1/1/2021,2021,97,94,96,2022,91,92,92,92,92,92
Tequila Alquimia Reposado,1/1/2020,2020,86,87,87,1/1/2021,2021,81,84,83,2022,86,90,88,87,87,87
Tequila Alquimia Reserva de Don Adolfo Extra Aejo,1/1/2020,2020,86,87,87,1/1/2021,2021,83,92,88,2022,93,90,92,89.66666667,90,89
Tequila Altisima Blanco,1/1/2020,2020,45,NA,#VALUE!,1/1/2021,2021,43,#VALUE!,#VALUE!,2022,49,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Tequila Altisima Extra Aejo,1/1/2020,2020,44,NA,#VALUE!,1/1/2021,2021,46,#VALUE!,#VALUE!,2022,48,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Tequila Altsima Reposado,1/1/2020,2020,82,72,77,1/1/2021,2021,84,75,80,2022,81,76,79,74.33333333,74,74
Tequila Atalaje Aejo,1/1/2020,2020,81,NA,#VALUE!,1/1/2021,2021,87,#VALUE!,#VALUE!,2022,77,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Tequila Atalaje Reposado,1/1/2020,2020,88,NA,#VALUE!,1/1/2021,2021,86,#VALUE!,#VALUE!,2022,85,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Tequila Blu Reposado,1/1/2020,2020,33,39,36,1/1/2021,2021,35,41,38,2022,34,38,36,39.33333333,39,39
Tequila Bonanza Blanco,1/1/2020,2020,NA,73,#VALUE!,1/1/2021,2021,#VALUE!,69,#VALUE!,2022,#VALUE!,71,#VALUE!,71,71,71
Tequila Bonanza Reposado,1/1/2020,2020,75,77,76,1/1/2021,2021,77,72,75,2022,77,77,77,75.33333333,75,75
Tequila Caballo de Hacienda Reposado,1/1/2020,2020,85,86,86,1/1/2021,2021,91,85,88,2022,91,94,93,88.33333333,88,88
Tequila Cabeza Sagrado Extra Anejo,1/1/2020,2020,92,91,92,1/1/2021,2021,97,94,96,2022,94,92,93,92.33333333,92,92
Tequila Camino Real Reposado (NOM 1123),1/1/2020,2020,NA,67,#VALUE!,1/1/2021,2021,#VALUE!,67,#VALUE!,2022,#VALUE!,67,#VALUE!,67,67,67
Tequila Casa Del Sol Aejo,1/1/2020,2020,82,66,74,1/1/2021,2021,78,64,71,2022,87,63,75,64.33333333,64,64
Tequila Casa Del Sol Blanco,1/1/2020,2020,68,54,61,1/1/2021,2021,65,52,59,2022,67,53,60,53,53,53
Tequila Casa Del Sol Reposado,1/1/2020,2020,73,64,69,1/1/2021,2021,79,69,74,2022,68,69,69,67.33333333,67,67
Tequila Cayya Reposado,1/1/2020,2020,89,73,81,1/1/2021,2021,93,75,84,2022,88,76,82,74.66666667,75,74
Tequila Celestial Organic Aejo,1/1/2020,2020,79,85,82,1/1/2021,2021,78,90,84,2022,75,87,81,87.33333333,87,87
Tequila Celestial Organic Blanco,1/1/2020,2020,88,82,85,1/1/2021,2021,92,87,90,2022,91,88,90,85.66666667,86,85
Tequila Celestial Organic Reposado,1/1/2020,2020,89,84,87,1/1/2021,2021,84,79,82,2022,83,79,81,80.66666667,81,80
Tequila Chulavista Blanco,1/1/2020,2020,83,75,79,1/1/2021,2021,79,76,78,2022,84,78,81,76.33333333,76,76
Tequila Cinco Agaves Blanco,1/1/2020,2020,81,81,81,1/1/2021,2021,81,87,84,2022,77,82,80,83.33333333,83,83
Tequila Cinco Agaves Reposado,1/1/2020,2020,69,82,76,1/1/2021,2021,66,77,72,2022,71,90,81,83,83,83
Tequila Ciudad Aejo,1/1/2020,2020,85,77,81,1/1/2021,2021,91,83,87,2022,90,79,85,79.66666667,80,79
Tequila Ciudad Blanco,1/1/2020,2020,80,68,74,1/1/2021,2021,83,71,77,2022,86,74,80,71,71,71
Tequila Ciudad Reposado,1/1/2020,2020,82,74,78,1/1/2021,2021,83,77,80,2022,84,70,77,73.66666667,74,73
Tequila Confianza Blanco,1/1/2020,2020,85,84,85,1/1/2021,2021,81,89,85,2022,81,91,86,88,88,88
Tequila Confianza Reposado,1/1/2020,2020,84,86,85,1/1/2021,2021,87,81,84,2022,90,87,89,84.66666667,85,84
Tequila Corcel Aejo,1/1/2020,2020,82,77,80,1/1/2021,2021,84,74,79,2022,84,76,80,75.66666667,76,75
Tequila Corcel Blanco,1/1/2020,2020,86,78,82,1/1/2021,2021,89,73,81,2022,87,82,85,77.66666667,78,77
Tequila Corcel Extra Aejo,1/1/2020,2020,91,79,85,1/1/2021,2021,92,75,84,2022,89,79,84,77.66666667,78,77
Tequila Corcel Reposado,1/1/2020,2020,88,80,84,1/1/2021,2021,89,78,84,2022,92,76,84,78,78,78
Tequila Cuadra Blanco,1/1/2020,2020,57,84,71,1/1/2021,2021,62,90,76,2022,61,85,73,86.33333333,86,86
Tequila Cuadra Reposado,1/1/2020,2020,78,82,80,1/1/2021,2021,77,81,79,2022,85,87,86,83.33333333,83,83
Tequila D'Reyes Aejo Reserva Seleccionada,1/1/2020,2020,NA,78,#VALUE!,1/1/2021,2021,#VALUE!,78,#VALUE!,2022,#VALUE!,77,#VALUE!,77.66666667,78,77
Tequila Dahlia Cristalino,1/1/2020,2020,75,66,71,1/1/2021,2021,74,71,73,2022,75,71,73,69.33333333,69,69
Tequila David Reyes Silver,1/1/2020,2020,74,65,70,1/1/2021,2021,71,66,69,2022,73,68,71,66.33333333,66,66
Tequila Deleite Extra Aejo,1/1/2020,2020,84,NA,#VALUE!,1/1/2021,2021,89,#VALUE!,#VALUE!,2022,92,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Tequila Distinguido Reposado,1/1/2020,2020,73,NA,#VALUE!,1/1/2021,2021,76,#VALUE!,#VALUE!,2022,72,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Tequila Distinguido Silver,1/1/2020,2020,56,59,58,1/1/2021,2021,53,57,55,2022,58,56,57,57.33333333,57,57
Tequila Don Cayo Aejo,1/1/2020,2020,88,78,83,1/1/2021,2021,92,73,83,2022,83,85,84,78.66666667,79,78
Tequila Don Cayo Blanco,1/1/2020,2020,75,74,75,1/1/2021,2021,76,70,73,2022,77,78,78,74,74,74
Tequila Don Cayo Extra Aejo,1/1/2020,2020,87,69,78,1/1/2021,2021,83,73,78,2022,92,66,79,69.33333333,69,69
Tequila Don Cayo Reposado,1/1/2020,2020,80,75,78,1/1/2021,2021,79,74,77,2022,82,72,77,73.66666667,74,73
Tequila Don Cayo Smoke Special Edition Blanco,1/1/2020,2020,86,NA,#VALUE!,1/1/2021,2021,93,#VALUE!,#VALUE!,2022,82,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Tequila Don Elias Blanco,1/1/2020,2020,68,77,73,1/1/2021,2021,69,81,75,2022,70,80,75,79.33333333,79,79
Tequila Don Elias Extra Aejo,1/1/2020,2020,87,67,77,1/1/2021,2021,82,69,76,2022,94,63,79,66.33333333,66,66
Tequila Don Moy Blanco,1/1/2020,2020,71,NA,#VALUE!,1/1/2021,2021,74,#VALUE!,#VALUE!,2022,73,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Tequila El Mexicano Blanco,1/1/2020,2020,86,86,86,1/1/2021,2021,84,81,83,2022,87,81,84,82.66666667,83,82
Tequila El Mexicano Reposado,1/1/2020,2020,86,84,85,1/1/2021,2021,82,81,82,2022,83,91,87,85.33333333,85,85
Tequila Enemigo 89 Aejo Cristalino,1/1/2020,2020,86,80,83,1/1/2021,2021,92,76,84,2022,80,77,79,77.66666667,78,77
Tequila Escortauro Extra Aejo (5 year),1/1/2020,2020,69,NA,#VALUE!,1/1/2021,2021,69,#VALUE!,#VALUE!,2022,74,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Tequila G4 Aejo,1/1/2020,2020,87,88,88,1/1/2021,2021,82,94,88,2022,93,89,91,90.33333333,90,90
Tequila G4 Blanco,1/1/2020,2020,88,88,88,1/1/2021,2021,82,92,87,2022,86,82,84,87.33333333,87,87
Tequila G4 Blanco 108,1/1/2020,2020,89,90,90,1/1/2021,2021,86,89,88,2022,95,91,93,90,90,90
Tequila G4 Blanco Madera,1/1/2020,2020,90,90,90,1/1/2021,2021,89,89,89,2022,97,94,96,91,91,91
Tequila G4 Extra Aejo,1/1/2020,2020,88,89,89,1/1/2021,2021,95,89,92,2022,87,88,88,88.66666667,89,88
"Tequila G4 Extra Aejo """"55""""",1/1/2020,2020,90,90,90,1/1/2021,2021,90,96,93,2022,94,88,91,91.33333333,91,91
Tequila G4 Extra Aejo Reserva Especial,1/1/2020,2020,91,91,91,1/1/2021,2021,89,97,93,2022,87,90,89,92.66666667,93,92
Tequila G4 Reposado,1/1/2020,2020,87,88,88,1/1/2021,2021,87,92,90,2022,85,85,85,88.33333333,88,88
Tequila Galera Vieja Aejo,1/1/2020,2020,75,NA,#VALUE!,1/1/2021,2021,73,#VALUE!,#VALUE!,2022,79,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Tequila General Gorostieta Blanco,1/1/2020,2020,89,87,88,1/1/2021,2021,83,93,88,2022,95,89,92,89.66666667,90,89
Tequila General Gorostieta Joven,1/1/2020,2020,86,87,87,1/1/2021,2021,80,88,84,2022,94,91,93,88.66666667,89,88
Tequila Gold Reserva de Papi MX,1/1/2020,2020,63,NA,#VALUE!,1/1/2021,2021,61,#VALUE!,#VALUE!,2022,66,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Tequila Gran Atributo Aejo,1/1/2020,2020,NA,83,#VALUE!,1/1/2021,2021,#VALUE!,84,#VALUE!,2022,#VALUE!,87,#VALUE!,84.66666667,85,84
Tequila Gran Diamante Plata,1/1/2020,2020,85,NA,#VALUE!,1/1/2021,2021,92,#VALUE!,#VALUE!,2022,93,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Tequila Huani 1875 Blanco,1/1/2020,2020,66,NA,#VALUE!,1/1/2021,2021,72,#VALUE!,#VALUE!,2022,69,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Tequila II 55 Aejo,1/1/2020,2020,56,79,68,1/1/2021,2021,60,82,71,2022,55,76,66,79,79,79
Tequila II 55 Blanco,1/1/2020,2020,NA,66,#VALUE!,1/1/2021,2021,#VALUE!,62,#VALUE!,2022,#VALUE!,62,#VALUE!,63.33333333,63,63
Tequila JG Black Premium,1/1/2020,2020,NA,73,#VALUE!,1/1/2021,2021,#VALUE!,73,#VALUE!,2022,#VALUE!,77,#VALUE!,74.33333333,74,74
Tequila Joe's Extra Aejo,1/1/2020,2020,83,74,79,1/1/2021,2021,89,70,80,2022,81,77,79,73.66666667,74,73
Tequila Joe's Reposado,1/1/2020,2020,82,77,80,1/1/2021,2021,89,79,84,2022,87,76,82,77.33333333,77,77
Tequila Joe's Silver,1/1/2020,2020,77,81,79,1/1/2021,2021,74,86,80,2022,79,83,81,83.33333333,83,83
Tequila Kostiv Aejo,1/1/2020,2020,80,78,79,1/1/2021,2021,79,74,77,2022,78,84,81,78.66666667,79,78
Tequila Kostiv Blanco,1/1/2020,2020,79,75,77,1/1/2021,2021,80,81,81,2022,82,74,78,76.66666667,77,76
Tequila Kostiv Reposado,1/1/2020,2020,84,79,82,1/1/2021,2021,91,82,87,2022,82,75,79,78.66666667,79,78
Tequila Lobos 1707 Extra Aejo,1/1/2020,2020,76,73,75,1/1/2021,2021,75,76,76,2022,80,79,80,76,76,76
Tequila Lobos 1707 Joven,1/1/2020,2020,76,75,76,1/1/2021,2021,72,78,75,2022,76,72,74,75,75,75
Tequila Lobos 1707 Reposado,1/1/2020,2020,74,72,73,1/1/2021,2021,69,72,71,2022,80,68,74,70.66666667,71,70
